Event,White,Black,Result,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,TimeControl,Termination,AN
 Classical ,al10,svatoi,1-0,1810,1621,5.0,-7.0,B07,900+0,Normal,1. e4 d6 2. Nf3 Nf6 3. Nc3 g6 4. Bc4 Bg7 5. e5 Nfd7 6. exd6 cxd6 7. O-O O-O 8. d3 Nc6 9. a3 Nd4 10. Nxd4 Bxd4 11. Qf3 Nb6 12. Ba2 Bf5 13. Bh6 Re8 14. g4 Be6 15. Bxe6 fxe6 16. Qxb7 Bg7 17. Bxg7 Kxg7 18. Qe4 e5 19. d4 Nd7 20. dxe5 Nxe5 21. Nd5 Qd7 22. h3 Rab8 23. b4 Rf8 24. f4 Nxg4 25. Qxe7+ Qxe7 26. Nxe7 Ne3 27. Rf2 Rfe8 28. Nc6 Rb7 29. Kh2 Rc7 30. Nd4 a6 31. Re2 Kf7 32. Rae1 Rc4 33. Rxe3 Rxe3 34. Rxe3 Rxd4 35. Kg3 Rd2 36. Rc3 d5 37. a4 d4 38. Rc5 Rd1 39. b5 a5 40. b6 Rg1+ 41. Kh4 h6 42. Rxa5 g5+ 43. fxg5 hxg5+ 44. Rxg5 Ra1 45. a5 Rb1 46. Rd5 Rb2 47. Rxd4 Rxc2 48. Rb4 Ke6 49. b7 1-0
 Classical ,MaxV,salihbuyurukcu,1-0,1920,1635,4.0,-4.0,D02,1800+0,Normal,1. d4 d5 2. c4 Bf5 3. c5 h6 4. Nc3 c6 5. e3 g5 6. Nf3 Bg7 7. Be2 a6 8. a4 Nf6 9. Bd2 Ne4 10. Nxe4 Bxe4 11. Bc3 Nd7 12. O-O O-O 13. h3 e6 14. Nd2 Bf5 15. Bg4 Bg6 16. Qf3 h5 17. Bxh5 Bd3 18. Rfc1 Nf6 19. b4 Ne4 20. Nxe4 Bxe4 21. Qg3 f5 22. Bd1 f4 23. exf4 Rxf4 24. Bc2 Qf6 25. Bxe4 dxe4 26. Rc2 Qf5 27. Re2 Rd8 28. Qe3 e5 29. dxe5 Bxe5 30. Bxe5 Qxe5 31. Qb3+ Kh7 32. Rae1 Rd3 33. Qb1 g4 34. Rxe4 Rxe4 35. Qxd3 gxh3 36. Qxe4+ Qxe4 37. Rxe4 hxg2 38. Kxg2 b5 39. cxb6 a5 40. bxa5 c5 41. b7 c4 42. Rxc4 Kg6 43. Rf4 Kg5 44. Kf3 Kg6 45. b8=Q Kg5 46. Qb4 Kg6 47. a6 Kg5 48. a7 Kg6 49. a8=Q Kg7 50. Qae4 Kh6 51. a5 Kg5 52. a6 Kh6 53. Qe2 Kg5 54. Qbe1 Kh6 55. a7 Kg5 56. a8=Q Kh6 57. Qae4 Kg5 58. Q4d3 Kh6 59. Qdd1 Kg5 60. Kg3 Kh6 61. f3 Kg5 62. Qdd2 Kh6 63. Rg4+ Kh5 64. Qg5# 1-0
 Classical ,Rohan021,alpha1966,1-0,1838,1271,1.0,-1.0,C00,600+0,Normal,1. e4 e6 2. e5 d5 3. Nf3 c5 4. c3 c4 5. d3 Nc6 6. dxc4 dxc4 7. Bxc4 Qxd1+ 8. Kxd1 Bc5 9. Ke2 Nge7 10. Rd1 O-O 11. Kf1 Nf5 12. b4 Be7 13. a4 Bh4 14. Nxh4 Nxh4 15. Bf4 f6 16. b5 Nd8 17. exf6 gxf6 18. Na3 b6 19. Rd6 Kg7 20. Rad1 Bb7 21. f3 Bd5 22. Bxd5 exd5 23. R6xd5 Ne6 24. Rd7+ Rf7 25. Rxf7+ Kxf7 26. Bg3 Rd8 27. Rxd8 Nxd8 28. Bxh4 Ne6 29. Nc4 Nc5 30. Nd6+ Ke7 31. Nc8+ Ke6 32. Nxa7 Nxa4 33. c4 Nc5 34. Nc6 Kd6 35. Bxf6 Nb7 36. Be5+ Ke6 37. f4 Na5 38. Nxa5 bxa5 39. b6 Kd7 40. b7 1-0
 Classical ,Moonshadow999,eteroscopia,1/2-1/2,1919,1593,-8.0,8.0,D15,420+3,Normal,1. d4 { [%eval 0.18] } 1... d5 { [%eval 0.2] } 2. c4 { [%eval 0.22] } 2... c6 { [%eval 0.24] } 3. Nf3 { [%eval 0.17] } 3... Nf6 { [%eval 0.21] } 4. Nc3 { [%eval 0.24] } 4... Bg4?! { [%eval 0.79] } 5. e3?! { [%eval 0.28] } 5... Bxf3 { [%eval 0.36] } 6. Qxf3 { [%eval 0.41] } 6... e6 { [%eval 0.32] } 7. b3? { [%eval -0.79] } 7... Bd6? { [%eval 0.44] } 8. Bd3 { [%eval 0.12] } 8... Nbd7 { [%eval 0.36] } 9. O-O { [%eval 0.32] } 9... e5? { [%eval 1.73] } 10. dxe5? { [%eval -0.08] } 10... Bxe5 { [%eval -0.03] } 11. Bb2 { [%eval 0.05] } 11... O-O { [%eval 0.0] } 12. Rab1 { [%eval -0.07] } 12... Re8 { [%eval 0.41] } 13. cxd5 { [%eval 0.46] } 13... cxd5?! { [%eval 1.11] } 14. Nxd5 { [%eval 1.06] } 14... Bxb2 { [%eval 1.1] } 15. Rxb2 { [%eval 1.1] } 15... Nxd5 { [%eval 1.1] } 16. Qxd5 { [%eval 1.02] } 16... b6 { [%eval 1.25] } 17. Rd2 { [%eval 1.14] } 17... Nc5?! { [%eval 1.92] } 18. Qxd8?! { [%eval 1.03] } 18... Raxd8 { [%eval 1.1] } 19. Rfd1 { [%eval 1.11] } 19... Nxd3 { [%eval 1.11] } 20. Rxd3 { [%eval 1.03] } 20... Rxd3 { [%eval 1.04] } 21. Rxd3 { [%eval 1.04] } 21... Rc8 { [%eval 1.29] } 22. g3 { [%eval 1.27] } 22... f5 { [%eval 1.73] } 23. Rd7 { [%eval 1.73] } 23... a5 { [%eval 1.62] } 24. Rb7 { [%eval 1.78] } 24... Rc2 { [%eval 2.0] } 25. a4 { [%eval 1.98] } 25... Rc6 { [%eval 1.65] } 26. Kg2 { [%eval 1.73] } 26... h5 { [%eval 2.16] } 27. h4 { [%eval 2.27] } 27... Kh7 { [%eval 2.13] } 28. Kf3 { [%eval 2.03] } 28... Kg6 { [%eval 2.31] } 29. Kf4 { [%eval 2.32] } 29... Kf6 { [%eval 2.27] } 30. f3 { [%eval 2.01] } 30... Ke6? { [%eval 4.75] } 31. e4? { [%eval 2.32] } 31... fxe4 { [%eval 2.46] } 32. fxe4 { [%eval 2.39] } 32... g6 { [%eval 2.4] } 33. Kg5 { [%eval 2.25] } 33... Rc3? { [%eval 3.59] } 34. Rxb6+ { [%eval 3.08] } 34... Ke5?! { [%eval 3.66] } 35. Rb5+ { [%eval 3.53] } 35... Kxe4 { [%eval 3.61] } 36. Kxg6 { [%eval 3.55] } 36... Rxg3+ { [%eval 3.44] } 37. Kxh5 { [%eval 3.31] } 37... Kf4 { [%eval 3.1] } 38. Rxa5 { [%eval 2.27] } 38... Rg4?? { [%eval #14] } 39. b4?? { [%eval 4.5] } 39... Kg3?? { [%eval #12] } 40. b5?? { [%eval 6.09] } 40... Rxh4+?! { [%eval 7.08] } 41. Kg5 { [%eval 6.04] } 41... Rg4+? { [%eval 7.11] } 42. Kf5 { [%eval 6.25] } 42... Rf4+ { [%eval 6.65] } 43. Ke5 { [%eval 5.58] } 43... Kf3?? { [%eval 43.34] } 44. b6 { [%eval 39.97] } 44... Re4+ { [%eval 39.77] } 45. Kd5 { [%eval 13.42] } 45... Kf4 { [%eval 45.18] } 46. Ra8 { [%eval 12.06] } 46... Rxa4?! { [%eval #6] } 47. Rxa4+ { [%eval #5] } 47... Kf5 { [%eval #5] } 48. b7 { [%eval #4] } 48... Kf6 { [%eval #4] } 49. b8=Q { [%eval #3] } 49... Ke7 { [%eval #2] } 50. Rf4 { [%eval #1] } 50... Kd7 { [%eval #1] } 51. Qd6+?! { [%eval #2] } 51... Kc8 { [%eval #2] } 52. Rf7?? { [%eval 0.0] } 1/2-1/2
 Classical ,leandrothegreat,MONOMANE,1-0,1826,1623,6.0,-5.0,B20,600+0,Normal,1. e4 c5 2. Bc4 e6 3. Nf3 Nc6 4. d3 h6 5. Nc3 d5 6. exd5 exd5 7. Nxd5 Nf6 8. Qe2+ Be7 9. Nxf6+ gxf6 10. O-O Rg8 11. Bxh6 Nd4 12. Nxd4 Qxd4 13. c3 Qh4 14. Qe3 Qg4 15. Qg3 Qxg3 16. fxg3 Rh8 17. Bg7 Rh7 18. Bxf6 a5 19. Rae1 Be6 20. Bb5+ Kf8 21. Bxe7+ Kxe7 22. Bc4 Rah8 23. h3 Rh6 24. Bxe6 Rxe6 25. Rxe6+ fxe6 26. d4 cxd4 27. cxd4 Rg8 28. g4 b5 29. b3 Rc8 30. a4 b4 31. Re1 Rc3 32. Rb1 Rd3 33. Kh2 Rxd4 34. Re1 Rd2 35. Re5 Rb2 36. Rxa5 Rxb3 37. Rb5 Rb1 38. a5 b3 39. a6 b2 40. a7 Ra1 41. Rxb2 Rxa7 42. Rf2 Ra3 43. g3 e5 44. g5 Ra6 45. h4 e4 46. Re2 Kf7 47. Rxe4 Kg6 48. Kh3 Ra3 49. Kg4 Rb3 1-0
 Classical ,cadelino,coetata,1-0,1826,1411,3.0,-2.0,D02,300+5,Normal,1. d4 Nc6 2. Nf3 d5 3. e3 Bg4 4. Be2 Bxf3 5. Bxf3 e6 6. O-O Bd6 7. a3 Qh4 8. g3 Qf6 9. Nd2 Nh6 10. c4 O-O-O 11. c5 Bxg3 12. fxg3 g5 13. b4 g4 14. Bxg4 Nxg4 15. Rxf6 Rhg8 16. Rf3 Rg5 17. Nb3 Rdg8 18. b5 Ne7 19. Bd2 Nf5 20. Qe2 h5 21. Rc1 h4 22. Be1 Ngxe3 23. Rxe3 Nxe3 24. Qxe3 hxg3 25. hxg3 Rxg3+ 26. Bxg3 Rxg3+ 27. Qxg3 c6 28. bxc6 bxc6 29. Na5 f5 30. Qd6 f4 31. Qxc6+ Kd8 32. Rf1 f3 33. Rxf3 1-0
 Classical ,otnelup,bembeng08,1-0,1858,1670,6.0,-6.0,C40,480+0,Normal,1. e4 e5 2. Nf3 f6 3. d4 exd4 4. Nxd4 Nc6 5. Nxc6 bxc6 6. Bd3 h6 7. O-O Bb4 8. Qh5+ Ke7 9. Bd2 Bc5 10. Nc3 d6 11. Na4 Bb6 12. Bc4 d5 13. exd5 cxd5 14. Rfe1+ Be6 15. Bxd5 Kd7 16. Bxe6+ Kd6 17. Qd5+ Ke7 18. Bxg8+ Kf8 19. Qf7# 1-0
 Classical ,Rohan021,ChessKing23,1-0,1839,1623,6.0,-5.0,B00,600+0,Normal,1. e4 b6 2. d4 Bb7 3. Bd3 d6 4. c4 Nd7 5. Nf3 c6 6. Bg5 h6 7. Bh4 g6 8. h3 g5 9. Bg3 e6 10. Nc3 a6 11. a3 Rb8 12. Rb1 Ngf6 13. e5 dxe5 14. dxe5 Ng8 15. Nh2 h5 16. Nf3 g4 17. hxg4 c5 18. gxh5 Bg7 19. Qe2 Rh6 20. Bf4 Rh8 21. g4 Nh6 22. Rg1 Rg8 23. Ne4 Rh8 24. Nd6+ Ke7 25. Nxb7 Rxb7 26. Bg5+ Kf8 27. Bxd8 1-0
 Classical ,phil1428,Chaturanja,1-0,1872,1641,5.0,-5.0,B29,900+0,Normal,1. e4 c5 2. Nf3 e6 3. Nc3 Nf6 4. e5 Nd5 5. Nxd5 exd5 6. d4 Nc6 7. c3 d6 8. Bb5 dxe5 9. Nxe5 Bd7 10. Nxd7 Qxd7 11. O-O a6 12. Re1+ Be7 13. Bxc6 Qxc6 14. dxc5 Qxc5 15. Bg5 f6 16. Bf4 O-O 17. b4 Qxc3 18. Rxe7 Qxb4 19. Qxd5+ Kh8 20. Bd6 Qc3 21. Rd1 Qc2 22. Rc7 Qa4 23. Bxf8 Rxf8 24. Qd8 h6 25. Qxf8+ Kh7 26. Rxg7# 1-0
 Classical ,junior1990,Liberservus,1-0,2005,1583,2.0,-5.0,D00,480+0,Time forfeit,1. d4 d5 2. Bf4 f6 3. e3 Nh6 4. Bxh6 gxh6 5. Qh5+ Kd7 6. Bd3 Rg8 7. Bf5+ e6 8. Qf7+ Qe7 9. Bxe6+ Kd8 10. Qxg8 Bxe6 11. Qg3 Qd6 12. Ne2 Qxg3 13. hxg3 b5 14. Nbc3 b4 15. Na4 b3 16. cxb3 Bb4+ 17. Nec3 Bf5 18. O-O-O Na6 19. Rxh6 Ke7 20. Nxd5+ Kd6 21. Nxb4 Nxb4 22. a3 Na2+ 23. Kd2 Rb8 24. Ra1 Rxb3 25. Rxa2 Rd3+ 26. Ke2 Rb3 27. Rxf6+ Be6 28. Nc5 Rxb2+ 29. Rxb2 1-0
 Classical ,elnene,mikik,1-0,1867,1576,4.0,-5.0,A40,600+0,Normal,1. d4 b5 2. Nf3 b4 3. Bf4 d5 4. e3 Nf6 5. Be2 Nc6 6. c3 e5 7. Nxe5 Nxe5 8. dxe5 Bc5 9. exf6 Qxf6 10. Qxd5 bxc3 11. Nxc3 Bb6 12. Qxa8 1-0
 Classical ,tille28,Dante0704,1-0,1802,1692,8.0,-8.0,D30,900+0,Normal,1. d4 d5 2. c4 e6 3. c5 Nc6 4. e3 a6 5. a3 g6 6. Bd3 Bg7 7. Bd2 Nf6 8. f3 O-O 9. Ne2 e5 10. O-O e4 11. fxe4 Nxe4 12. Bxe4 dxe4 13. Ng3 Re8 14. Nc3 f5 15. Nce2 Be6 16. Nf4 Bf7 17. Rc1 Ne7 18. b3 g5 19. Nh3 h6 20. Nxf5 Nxf5 21. Rxf5 Be6 22. Rf2 Bxh3 23. gxh3 Qc8 24. Qh5 c6 25. Rcf1 Qe6 26. Rf7 Re7 27. R1f6 Bxf6 28. Qg6+ 1-0
 Classical ,otnelup,bembeng08,1-0,1864,1664,6.0,-5.0,B00,480+0,Normal,1. e4 b6 2. Nf3 Bb7 3. Nc3 e6 4. d4 Bb4 5. Bd3 Bxc3+ 6. bxc3 Nc6 7. O-O Qf6 8. a3 O-O-O 9. Bg5 Qg6 10. Bxd8 Kxd8 11. e5 Qh6 12. a4 f5 13. exf6 Nxf6 14. Qe2 g5 15. Ne5 Nxe5 16. dxe5 Nh5 17. Ba6 Nf4 18. Qc4 Bd5 19. Qb5 Rf8 20. f3 Qh4 21. c4 Ne2+ 22. Kh1 Ng3+ 23. Kg1 Nxf1 24. cxd5 exd5 25. Rxf1 Qd4+ 26. Kh1 g4 27. Qe2 gxf3 28. Qf2 fxg2+ 29. Qxg2 Rxf1+ 30. Bxf1 Qxe5 31. Qg8+ Qe8 32. Qg5+ Kc8 33. Ba6+ Kb8 34. Bd3 Qe1+ 35. Qg1 Qxg1+ 36. Kxg1 Kb7 37. Kf2 Kc6 38. Kf3 Kc5 39. Bxh7 Kb4 40. Bf5 Kxa4 41. Bxd7+ Kb4 42. h4 Kc3 43. Bf5 a5 44. h5 a4 45. h6 a3 46. h7 Kd2 47. h8=Q a2 48. Qa1 c5 49. Qxa2 c4 50. Qa4 c3 51. Qd4+ Kc1 52. Qxd5 b5 53. Qxb5 Kd2 54. Qd3+ Kc1 55. Qf1+ Kd2 56. Qe2+ Kc1 57. Ke4 Kb2 58. Kd4 Kc1 59. Qd3 Kb2 60. Qxc3+ Kc1 61. Kd3 Kb1 62. Qb3+ Kc1 63. Qe6 Kb2 64. c4 Kc1 65. Qe1+ Kb2 66. Qc3+ Ka2 67. c5 Kb1 68. c6 Ka2 69. c7 Kb1 70. c8=Q Ka2 71. Qa6+ Kb1 72. Qb5+ Ka2 73. Qca5# 1-0
 Classical ,slava_,checkoutBriskSale,1-0,1806,1452,3.0,-3.0,B01,600+0,Normal,1. e4 d5 2. exd5 Qxd5 3. Nc3 Qd8 4. Nf3 c6 5. Bc4 e6 6. O-O Bd6 7. d4 Nd7 8. Ne4 Qc7 9. Nxd6+ Qxd6 10. a3 Ngf6 11. Re1 O-O 12. Ba2 b5 13. Re3 c5 14. Rd3 c4 15. Re3 Bb7 16. b3 Nd5 17. Re4 Nc3 18. Qe1 Bxe4 19. Qxc3 Bxf3 20. Qxf3 Rae8 21. Bd2 e5 22. Bb4 e4 23. Qe3 Nc5 24. Bxc5 Qg6 25. Bxf8 Rxf8 26. bxc4 bxc4 27. Bxc4 h5 28. Bd5 h4 29. Bxe4 Qg4 30. Bf3 Qf5 31. c4 g5 32. Qe4 Qxe4 33. Bxe4 Re8 34. Bf3 Rd8 35. d5 Rc8 36. Rc1 a5 37. c5 Rd8 38. c6 Rxd5 39. Bxd5 a4 40. c7 Kg7 41. c8=Q Kg6 42. Qg8+ Kh5 43. Bxf7+ Kg4 44. h3+ Kf4 45. Rc4+ Ke5 46. Qxg5+ Kd6 47. Qd5+ Ke7 48. Qe6+ Kf8 49. Rc8+ Kg7 50. Qg6# 1-0
 Classical ,RCabello,KingOnTheRun,1-0,1805,1694,8.0,-8.0,B20,300+5,Normal,1. e4 { [%eval 0.3] } 1... c5 { [%eval 0.36] } 2. d3 { [%eval 0.03] } 2... Nc6 { [%eval 0.11] } 3. Nd2 { [%eval -0.13] } 3... d5 { [%eval 0.1] } 4. Ngf3 { [%eval -0.21] } 4... dxe4?! { [%eval 0.39] } 5. Nxe4?! { [%eval -0.25] } 5... e5 { [%eval -0.17] } 6. Be2 { [%eval -0.31] } 6... h6?! { [%eval 0.29] } 7. c3 { [%eval -0.17] } 7... Be6 { [%eval 0.13] } 8. a3?! { [%eval -0.44] } 8... Bd5?! { [%eval 0.42] } 9. Ned2 { [%eval 0.0] } 9... Bd6 { [%eval 0.03] } 10. b4 { [%eval 0.05] } 10... b6 { [%eval 0.05] } 11. O-O { [%eval 0.13] } 11... Nf6 { [%eval 0.06] } 12. c4 { [%eval 0.06] } 12... Bxf3 { [%eval 0.51] } 13. Bxf3 { [%eval 0.4] } 13... e4? { [%eval 1.6] } 14. Nxe4 { [%eval 1.34] } 14... Nxe4 { [%eval 1.48] } 15. Bxe4 { [%eval 1.36] } 15... Qc7?? { [%eval 4.58] } 16. b5 { [%eval 4.39] } 16... Bxh2+ { [%eval 4.82] } 17. Kh1 { [%eval 4.65] } 17... Nd4?! { [%eval 5.51] } 18. Bxa8 { [%eval 5.41] } 18... O-O { [%eval 5.37] } 19. Bf3 { [%eval 4.99] } 19... Nxf3?! { [%eval 5.94] } 20. Qxf3 { [%eval 5.88] } 20... Be5 { [%eval 5.87] } 21. Ra2 { [%eval 5.7] } 1-0
 Classical ,davidb218,Deymon,1-0,1858,1638,5.0,-5.0,A02,360+3,Normal,1. f4 Nc6 2. g3 e6 3. Bg2 d5 4. Nf3 h6 5. b3 Bc5 6. e3 d4 7. exd4 Nxd4 8. Nxd4 Bxd4 9. c3 Bf6 10. O-O Ne7 11. d4 c6 12. b4 a5 13. bxa5 Rxa5 14. Na3 O-O 15. Nc4 Ra6 16. Ba3 b5 17. Bxe7 Qxe7 18. Ne5 Bxe5 19. fxe5 c5 20. a3 cxd4 21. cxd4 Rxa3 22. Rxa3 Qxa3 23. Bc6 b4 24. Rf3 Qa6 25. Ba4 Bb7 26. Rf4 Bd5 27. Bc2 Qa3 28. Qd3 b3 29. Qh7# 1-0
 Classical ,cbnard,Tambov,0-1,1849,1625,-18.0,18.0,A40,600+0,Normal,1. d4 g6 2. e4 d5 3. Bd3 dxe4 4. Bxe4 Bg7 5. Be3 c6 6. Nf3 Bg4 7. h3 Bxf3 8. Qxf3 h6 9. Nc3 Nd7 10. O-O-O e6 11. Rhe1 Ngf6 12. Bd3 e5 13. dxe5 Nxe5 14. Bxg6 Nxf3 15. Rxd8+ Rxd8 16. gxf3 fxg6 17. Bb6+ Kf7 18. Bxd8 Nd5 19. Ba5 Nxc3 20. Bxc3 Bxc3 21. bxc3 Rd8 22. Kb2 Kf6 23. a4 Kf5 24. Re4 Rd2 25. Re7 Rxf2 26. Rxb7 Rxf3 27. Rxa7 Rxh3 28. Ra6 Re3 29. Rxc6 Re8 30. a5 h5 31. a6 h4 32. a7 h3 33. Rb6 Ra8 34. Rb7 g5 35. Rf7+ Kg4 36. c4 h2 37. Rh7 Kg3 38. c5 Kg2 39. c6 h1=Q 40. Rxh1 Kxh1 41. c7 g4 42. Kc3 g3 0-1
 Classical ,apeso,Alex_Jikai,1-0,1834,1628,6.0,-6.0,D02,480+0,Time forfeit,1. Nf3 d5 2. d4 Nc6 3. Nc3 Nf6 4. Bf4 h6 5. Nb5 e5 6. Nxe5 Bd6 7. Nxc6 bxc6 8. Bxd6 cxd6 9. Nc3 Qa5 10. e3 Ne4 11. Qd3 O-O 12. f3 Ng3 13. hxg3 Ba6 14. Qxa6 Qb4 15. Qa3 c5 16. Qxb4 cxb4 17. Nxd5 a5 18. Bb5 Ra7 19. Ba4 Kh7 20. O-O-O Rc8 21. g4 f6 22. f4 Re8 23. g5 fxg5 24. fxg5 Re6 25. gxh6 gxh6 26. Rdf1 Rg7 27. Rhg1 Rg5 28. Bb3 Kg7 29. Rf2 a4 30. Bc4 h5 31. Rgf1 h4 32. Rf7+ Kg8 33. Nf4 Rxe3 34. Re7+ d5 35. Rxe3 1-0
 Classical ,Laertovysk,andres21,1-0,2120,1452,1.0,-1.0,C40,900+0,Normal,1. e4 e5 2. Nf3 f6 3. Nxe5 fxe5 4. Qh5+ g6 5. Qxe5+ Qe7 6. Qxh8 Qxe4+ 7. Kd1 Ne7 8. Nc3 Qc6 9. d4 d5 10. Bh6 Nd7 11. Bb5 Qf6 12. Qxf6 1-0
 Classical ,ganador2216,rolaidlaw,1-0,1925,1359,1.0,-2.0,C48,240+6,Normal,1. e4 e5 2. Nf3 Nc6 3. Nc3 Nf6 4. Bb5 Bd6 5. Bxc6 bxc6 6. d4 exd4 7. Qxd4 O-O 8. e5 Qe8 9. O-O Bxe5 10. Nxe5 d6 11. Nf3 Ng4 12. Re1 Be6 13. Ng5 Rd8 14. Nxe6 fxe6 15. Qxg4 e5 16. Bh6 Qf7 17. Be3 Rde8 18. f3 Re6 19. Bxa7 Rh6 20. Be3 Rg6 21. Qh3 e4 22. Nxe4 d5 23. Ng5 Rxg5 24. Bxg5 Qg6 25. Qe6+ 1-0
 Classical ,cataldif,Bricely,1-0,1822,1699,8.0,-8.0,C61,600+0,Normal,1. e4 e5 2. Nf3 Nc6 3. Bb5 Nd4 4. Ba4 Be7 5. Nxe5 Bh4 6. g3 Qf6 7. Qh5 Bg5 8. Ng4 Bxd2+ 9. Bxd2 Nf3+ 10. Kf1 Qxb2 11. Bb3 Nxd2+ 12. Nxd2 Qxa1+ 13. Kg2 Qd4 14. Qxf7+ Kd8 15. Qf8# 1-0
 Classical ,walkerba,lapergunta,0-1,1801,1573,-16.0,35.0,D30,240+9,Normal,1. c4 e6 2. d4 d5 3. Qa4+ Nd7 4. c5 c6 5. Bd2 e5 6. e3 g6 7. Ba5 Qe7 8. Ne2 Bg7 9. Bc3 f6 10. Na3 Nh6 11. b4 a6 12. g3 Nf5 13. Bh3 Nh6 14. O-O O-O 15. Qd1 Nf5 16. Bxf5 gxf5 17. Qd2 b5 18. cxb6 Nxb6 19. Nc2 Qe8 20. f4 Nc4 21. Qc1 e4 22. Rd1 Rb8 23. Qb1 Rf7 24. Qb3 Bf8 25. a4 Rg7 26. a5 Qh5 27. Qa4 Qxe2 28. Re1 Qf3 29. Rf1 Qe2 30. Rf2 Qh5 31. Qxc6 Bb7 32. Qxf6 Rf7 33. Qe6 Kg7 34. Kg2 Re7 35. Qxe7+ Bxe7 36. h4 Qg6 37. Kf1 h5 38. Re1 Bc6 39. Kg2 Ba4 40. Kh2 Bxc2 41. Rxc2 Bxb4 42. Rb1 Bd6 43. Rbc1 Rb3 44. Re1 Na3 45. Rcc1 Nb5 46. Bd2 Ba3 47. Rc2 Nxd4 48. Rc7+ Kg8 49. Rc8+ Kf7 50. Rc7+ Ke8 51. Rec1 Nb5 52. R7c6 Qg4 53. Re6+ Kd7 54. Rcc6 Qe2+ 55. Kh3 Qxd2 56. Rb6 Rb1 57. Rb7+ Kxe6 58. Rxb5 Rh1# 0-1
 Classical ,sport2008,Granadero,1-0,1953,1500,2.0,-2.0,B01,1200+0,Normal,1. e4 d5 2. exd5 Qxd5 3. d4 Qe4+ 4. Ne2 Bg4 5. f3 Bxf3 6. gxf3 Qxf3 7. Rg1 Nc6 8. Bg2 Qh5 9. h3 Qh4+ 10. Kf1 O-O-O 11. Be3 e5 12. Qe1 Qxe1+ 13. Kxe1 exd4 14. Bxc6 d3 15. cxd3 bxc6 16. d4 Nf6 17. Bg5 Bb4+ 18. Nbc3 Rde8 19. Bxf6 gxf6 20. Kf1 Re3 21. Rg7 Rhe8 22. Rxf7 Bxc3 23. Nxc3 Rf3+ 24. Kg2 Ree3 25. Rg7 Rxh3 26. Ne4 f5 27. Rg3 fxe4 28. Rxh3 Re2+ 29. Kf1 Rxb2 30. Rxh7 e3 31. Re1 Rxa2 32. Rxe3 Rd2 33. Ree7 Rd1+ 34. Ke2 Rxd4 35. Rxc7+ Kd8 36. Rxa7 c5 37. Rh8# 1-0
 Classical ,Pawn0,jonny_69,1-0,1869,1605,33.0,-5.0,C10,600+25,Normal,1. d4 d5 2. Nc3 e6 3. e4 c6 4. e5 c5 5. Nf3 cxd4 6. Nxd4 Nc6 7. Nxc6 bxc6 8. Bd2 Qc7 9. Na4 Qxe5+ 10. Be3 Nf6 11. c3 Ng4 12. Be2 Nxe3 13. fxe3 Qxe3 14. Rf1 Bc5 15. h3 O-O 16. Qd3 Qxd3 17. Bxd3 Bd6 18. O-O-O Bd7 19. b3 Rab8 20. Nb2 c5 21. Ba6 Bc6 22. Be2 Rfd8 23. Bf3 Rb6 24. Rd2 Bf4 25. Kc2 Bxd2 26. Kxd2 Rd6 27. Re1 Ra6 28. a4 Rb6 29. Kc2 Rb8 30. c4 Rbd8 31. Rd1 a5 32. Kc3 e5 33. Bg4 dxc4 34. Rxd6 Rxd6 35. Kxc4 Rf6 36. Kxc5 Bxg2 37. Nc4 e4 38. Nxa5 e3 39. Nc4 Rh6 40. Nxe3 Bxh3 41. Nf5 Re6 42. Bxh3 Re1 43. b4 g6 44. Nd6 Kg7 45. b5 Re3 46. Bg2 Re5+ 47. Bd5 Re1 48. a5 Rc1+ 49. Nc4 Kf6 50. b6 Ra1 51. b7 Rb1 52. a6 Ke7 53. Nb6 Rc1+ 54. Bc4 Ra1 55. b8=Q Ra5+ 56. Bb5 Rxb5+ 57. Kxb5 1-0
 Classical ,phil1428,Chaturanja,1-0,1882,1631,5.0,-5.0,B23,900+0,Normal,1. e4 c5 2. Nc3 Nf6 3. e5 Ng8 4. Nf3 d6 5. Bb5+ Bd7 6. exd6 exd6 7. Bxd7+ Qxd7 8. d4 Nf6 9. dxc5 dxc5 10. O-O Be7 11. Qxd7+ Nbxd7 12. Re1 Nb6 13. Nh4 Nbd5 14. Nf5 g6 15. Nxd5 Nxd5 16. Nxe7 Nxe7 17. Bg5 O-O-O 18. Rxe7 Rd2 19. Bxd2 Rd8 20. Bf4 1-0
 Classical ,ignaciofdez,spartak2602,1-0,1811,1668,7.0,-7.0,B01,300+8,Normal,1. e4 d5 2. exd5 Nf6 3. Nf3 Nxd5 4. Bc4 c6 5. O-O Nd7 6. Nc3 N7b6 7. Bb3 Bg4 8. h3 Bxf3 9. Qxf3 e6 10. d3 Bd6 11. Ne4 O-O 12. Nxd6 Qxd6 13. c4 Nf6 14. Bf4 Qd7 15. Be5 Qe7 16. Rad1 Nbd7 17. Bc3 Rfd8 18. d4 e5 19. Rfe1 e4 20. Qf4 h6 21. f3 g5 22. Qe3 c5 23. d5 Ne5 24. fxe4 g4 25. Qxh6 gxh3 26. Qxh3 Nfg4 27. Bc2 Qg5 28. Bxe5 Qxe5 1-0
